review_id,year,source_node,target_node,relation,description
R00046,2011,guide,Hindu cremation rituals,description,Guide explained the rituals
R00046,2011,Hindu cremation rituals,families,co_occurrence,Families involved in rituals
R00151,2012,beautiful temple complex,ritual burnings at the river,co_occurrence,Both are part of the Pashupatinath experience
R00151,2012,constant crowd of people,cows and monkeys,co_occurrence,Both contribute to the crowded atmosphere
R00151,2012,spiritual rest,huge stupa,description,The stupa provides a sense of spiritual rest
R00151,2012,beautiful temple complex,huge stupa,contrast,Contrast between Hindu and Buddhist atmospheres
R00749,2015,river bank,cremation,co_occurrence,Cremation occurs at the river bank
R00749,2015,view,people,co_occurrence,People are part of the view
R02108,2018,tour guide Saroj,Corporate Adventure Treks,co_occurrence,Saroj is from Corporate Adventure Treks
R02108,2018,reflect on Hope,local Hindu people,description,Reflection inspired by observing local Hindu people
R00873,2015,heritage temple,Lord shiva,description,temple dedicated to Lord Shiva
R00873,2015,heritage temple,people from around the world,co_occurrence,visited by people from around the world
R00873,2015,heritage temple,Nepal Airport,description,proximity to Nepal Airport
R01404,2017,cremation ghats,Bagmati river,co_occurrence,cremation ghats are near the Bagmati river
R01404,2017,cremation ceremonies,cremation ghats,description,cremation ceremonies occur at the ghats
R01404,2017,pollution,Bagmati river,description,Bagmati river is polluted
R01993,2018,evening arti,river bank,co_occurrence,arti takes place on the river bank
R01993,2018,spiritual value,evening arti,description,arti contributes to spiritual value
R02097,2018,funerals/cremations,human skull,co_occurrence,human skull seen during cremations
R02097,2018,area of the temple,very spiritual/enlightening,description,area described as spiritual/enlightening
R02097,2018,foreigners or even foreign Hindus,funerals/cremations,contrast,cultural rule contrasted with open viewing of rituals
R01778,2018,local guide,significance,causal,guide helps in understanding significance
R01778,2018,local guide,rituals,causal,guide helps in understanding rituals
R02394,2020,Evening Ritual,Heaven for All Hindu,description,Evening ritual described as heavenly
R01835,2018,oldest temple,heart of the city,description,location description
R01835,2018,must see,famous temple,description,general sentiment about the temple
R01742,2017,large complex of buildings/Temples,devastation the earthquake caused in 2015,description,The complex shows the impact of the earthquake.
R01742,2017,holy man,large complex of buildings/Temples,co_occurrence,Holy man is part of the range of people at the site.
R01742,2017,accredited guide,large complex of buildings/Temples,causal,Guide is needed to navigate the complex.
R00836,2015,darshan,temple of shivji,description,darshan is a ritual performed at the temple
R00836,2015,not well maintained,temple of shivji,description,maintenance issue related to the temple
R01687,2017,south entry,$10usd entry,causal,entry from south required fee
R01687,2017,south entry,tenacious vendors,co_occurrence,vendors encountered upon entry
R01687,2017,cremations,north portal,contrast,north entry did not require fee
R02270,2019,guide,worth a visit,causal,guide enhances visit experience
R02270,2019,burn the bodies,river,co_occurrence,bodies burned near river
R02270,2019,children swimming,river,co_occurrence,children swimming in river
R00235,2013,funeral pyres,cremation ceremonies,co_occurrence,funeral pyres and cremation ceremonies occur together
R00235,2013,river,poverty,co_occurrence,river and poverty mentioned together
R00235,2013,poverty,beggars,co_occurrence,poverty and beggars mentioned together
R00235,2013,thought-provoking,unforgettable,co_occurrence,thought-provoking and unforgettable emotions occur together
R01350,2016,cremation ceremonies,hindu temple,contrast,"cremation ceremonies are accessible, temple is not"
R01350,2016,Fake Sadhus,self appointed guides,co_occurrence,both contribute to non-solemn experience
R00092,2012,cremation services,interesting cultural visits,contrast,cremation services are interesting but not liked by most
R00092,2012,cremation services,fantastic,description,cremation services described as fantastic
R02210,2019,too many people,weekend,causal,crowd due to weekend
R02210,2019,too many people,prayer,co_occurrence,crowd and prayer happening together
R00626,2014,corrugated iron,buildings,description,corrugated iron around buildings
R00626,2014,cremation site,smoke,causal,cremation site creates smoke
R00626,2014,river,cremation site,contrast,river rubbish contrasts with cremation site
R01280,2016,shiv linga,goddess statue,co_occurrence,Both are religious artifacts present in the temple
R01280,2016,evening aarati,awesome,causal,The evening aarati caused the feeling of awe
R01303,2016,guide,religious significance,causal,guide helps explain religious significance
R01303,2016,litter,pushy people selling trinkets,co_occurrence,litter and pushy sellers both problems
R00824,2015,ticket office,tour,causal,ticket office insisted on tour
R00824,2015,Ghats,intrusive tourists,co_occurrence,tourists are intrusive at the Ghats
R00824,2015,intrusive tourists,burn loved ones,contrast,intrusive tourists during solemn ritual
R01299,2016,Geriatric Home,earthquake,causal,Geriatric Home suffered damage due to earthquake
R01299,2016,earthquake,old people,causal,earthquake creates problem for old people
R00055,2011,burning bodies,Bagmati river,co_occurrence,burning bodies occur on the river banks
R00055,2011,trash,Bagmati river,co_occurrence,trash is dumped in the river
R00055,2011,Hindu mythological character,main temple,co_occurrence,characters found in the temple complex
R00055,2011,cross-culture shock,burning bodies,causal,shock caused by witnessing burning bodies
R01578,2017,priests or baba,blessed,causal,priests bless people
R01578,2017,religious place,believes in god,description,place for believers
R00859,2015,Shiva temple,moorthy,description,Shiva temple has a moorthy
R00859,2015,moorthy,multiple faces,description,moorthy has multiple faces
R00859,2015,four doors,Darshan,causal,four doors allow Darshan
R00839,2015,crematorium,shocking,description,crematorium described as shocking yet culturally important
R01085,2016,disposal site for human bodies,interesting and educational,contrast,disposal site is both challenging and educational
R01085,2016,Nepalis,disposal site for human bodies,description,Nepalis' method of body disposal
R00070,2012,holiest Hindu shrines,marvel,description,describes the temple as a marvel
R00070,2012,long queue,darshan of Lord Pashupatinath,causal,queue affects the darshan experience
R00070,2012,open air crematorium,slippery in some places,contrast,contrast between curiosity and safety issue
R02062,2018,main temple,foreigners are not allowed,cultural_rule,Access restriction for foreigners
R02062,2018,take off your shoes,foreigners are not allowed,contrast,Contradictory cultural rule about shoes
R02062,2018,burning bodies of the deceased,"dirty river, bank, stairs",co_occurrence,Ritual observed in a dirty environment
R02062,2018,aggressive monkeys,cow poop,co_occurrence,Both contribute to negative experience
R02478,2024,cremation ceremonies,water,co_occurrence,cremation ceremonies occur by the water
R02478,2024,cremation ceremonies,local board of tourism friend,description,friend explained the cremation process
R02478,2024,cremation ceremonies,different experience,causal,cremation ceremonies led to a different experience
R01042,2016,guide's accent,dead body incinerated,contrast,contrast between guide's accent and ritual experience
R01042,2016,terrace overlooking the river,dead body incinerated,co_occurrence,viewing ritual from terrace
R01042,2016,foreign tourist entry fee,non-Hindus entry restriction,co_occurrence,entry rules for foreigners and non-Hindus
R00827,2015,open cremation,river,co_occurrence,cremation occurs by the river
R00827,2015,sadhu,open cremation,co_occurrence,sadhus present near cremation site
R02359,2020,crematorium,Bagmati River,co_occurrence,crematorium located on the banks of the river
R02359,2020,concrete platforms,Bagmati River,description,platforms for cremation along the river
R02359,2020,mourners,marigolds,co_occurrence,mourners and vendors selling marigolds present together
R02359,2020,Sadhus,mourners,co_occurrence,Sadhus present among mourners
R00382,2013,cremation ceremony,body preparation,description,part of the cremation process
R00382,2013,body preparation,Bagmati River,co_occurrence,part of the ritual involves the river
R00382,2013,"cows, dogs, and monkeys","stinky, dirty place",description,animals contribute to the dirty environment
R00595,2014,monkeys,begging holey men,co_occurrence,Both are annoyances
R00595,2014,cremation ceremonies,sense of intrusion,causal,Cremation ceremonies felt intrusive
R02084,2018,aarti,sanctorum,co_occurrence,aarti takes place in the sanctorum
R02084,2018,sanctorum,oil lights,description,sanctorum is lit by oil lights
R02084,2018,darshan,aarti,co_occurrence,darshan and aarti occur together
R01201,2016,Sumit,passionate about this place,description,Sumit's passion for the place
R01201,2016,Sumit,authentic cafe,causal,Sumit took the reviewer to an authentic cafe
R01201,2016,Sumit,Buddhanath,causal,Sumit drove the reviewer to Buddhanath
R01777,2018,special puja,Hindu priest,co_occurrence,priests perform the puja
R01777,2018,Hindu priest,fire lamps,co_occurrence,priests use fire lamps
R01777,2018,electric oven,sense of mortality,contrast,modern facility contrasts with spiritual reflection
R01777,2018,big ground with trees and temples,place to meditate,description,scenic spot described as a place for meditation
R01777,2018,non-Hindu entry ban,special puja,contrast,entry restriction contrasts with ritual openness
R02401,2021,inner part,good english speaking jong man,contrast,entry restricted despite assistance
R02401,2021,babas,good english speaking jong man,contrast,babas seen as beggars despite assistance
R02401,2021,beautiful view,cremations,co_occurrence,view includes cremations
R02401,2021,beautiful view,peace,causal,view and meditation lead to peace
R00808,2015,vicinity,cleanliness,co_occurrence,vicinity and cleanliness mentioned together
R00808,2015,pathways,crowd management systems,co_occurrence,pathways and crowd management mentioned together
R02182,2019,Bagmati River,UNESCO World Heritage Sites,co_occurrence,temple is located on the banks of the river and is a heritage site
R02182,2019,temple authorities,devotees,causal,authorities manage the crowd of devotees
R01688,2017,old complex,cannot access the temple,contrast,old complex but restricted access
R01688,2017,guides,take photos outside,co_occurrence,guides and photo opportunities mentioned together
R02233,2019,bodies being cremated,river,co_occurrence,Cremation occurs on the river
R02233,2019,guide,confusion with your guide,contrast,Guide is beneficial but can cause confusion
R00119,2012,dead person being burned,everyday life,description,cremation ceremony is part of everyday life
R00119,2012,walk around the place,hindu and buddhist culture,co_occurrence,walking around involves learning about culture
R00880,2015,river beside the temple,cremation ghats,co_occurrence,river and ghats are mentioned together
R00880,2015,amusing and disturbing,open mind,contrast,dual emotions contrasted with open-mindedness
R00056,2011,washing and burning corpses,river,co_occurrence,corpses are washed and burned in the river
R00056,2011,relatives wash their feet,river,co_occurrence,relatives wash their feet in the river
R00056,2011,old park on hill,monkeys,description,park has lots of monkeys
R00056,2011,Boudnath,cleaner/well-organized,contrast,Boudnath is cleaner and well-organized compared to the temple
R00992,2015,Bagmati river,cremations,co_occurrence,Cremations take place on the banks of the Bagmati river
R00992,2015,sadhus,sense of spirituality,causal,Presence of sadhus adds to the sense of spirituality
R00992,2015,architecture of the main temple,blissful and tranquil experience,causal,Architecture contributes to the blissful experience
R00992,2015,non-Hindu entry ban,blissful and tranquil experience,contrast,Non-Hindu entry ban contrasts with the blissful experience
R00165,2012,non-hindus are not allowed,main temple area,description,Access restriction to main temple area
R00165,2012,fascinating place,truly Nepalese experience,co_occurrence,Both describe the overall experience
R00019,2025,Hindu rite of cremation,religious life of the Nepalese people,description,cremation is a significant moment in religious life
R00019,2025,young people taking selfies,sacredness of the place,causal,selfies and videos reduce sacredness
R00039,2011,local customs,Guide,causal,Guide helps understand local customs
R00039,2011,introduction,local customs,description,introduction to local customs
R01004,2016,Bagmati River,open crematory,co_occurrence,Both are mentioned as part of the temple's setting
R00584,2014,guides,crematoria ghats,description,guides talk through the crematoria ghats
R00584,2014,guides,fascinating,contrast,guides demanding money vs. fascinating area
R00159,2012,evening aarti,Bagmati river,co_occurrence,evening aarti takes place beside the Bagmati river
R02206,2019,beautiful statue,golden roof,co_occurrence,Both are described as magical
R02206,2019,energy of Shiva,magical,causal,Energy of Shiva contributes to magical feeling
R01418,2017,world heritage site,fascinating place,description,world heritage site described as fascinating
R01418,2017,guide,world heritage site,causal,guide necessary to understand the site
R01575,2017,Bagmati River,crematoria,co_occurrence,Both are located near each other
R01575,2017,hospice care,crematoria,co_occurrence,Both are significant parts of the site
R01575,2017,guide,Pradip Lama,description,Pradip Lama is described as a guide
R01098,2016,religious pilgrimage,learning ancient culture,co_occurrence,Both are part of the mixture described
R01098,2016,learning ancient culture,positive psychology,causal,Learning culture contributes to positive psychology
R01098,2016,positive psychology,future endeavour,causal,Positive psychology aids future endeavour
R01551,2017,ghat,cremation ceremony,co_occurrence,ghat is where cremation ceremony occurs
R01551,2017,temple complex,lingas,description,temple complex contains lingas
R01551,2017,stone walking paths,general cleanliness,contrast,dirty paths contrast with need for cleanliness
R01099,2016,guide,bodies are burned,description,guide explained the ritual
R01099,2016,bodies are burned,disposed into the river,causal,bodies are burned and then disposed into the river
R00343,2013,Bagmati,open cremation,co_occurrence,cremation happens near the river
R00343,2013,Shiva lingam,Mirror window,co_occurrence,both are interesting features
R00343,2013,Sadhus,high fee for the foreigners,causal,payment required for photos with Sadhus
R00283,2013,drum beats,attic of the entrance,co_occurrence,drum beats are heard from the attic
R01190,2016,Rudraksha,Shiva Linga,description,Rudraksha offerings related to Shiva Linga
R01190,2016,River Bagmati,Shiva Linga,co_occurrence,River Bagmati near Shiva Linga
R01190,2016,Abhisekham,Shiva Linga,description,Abhisekham performed on Shiva Linga
R02337,2019,monks,death,description,monks' pictures relate to dealing with death
R02337,2019,guide,unwritten rules,causal,guide helps avoid violating unwritten rules
R02337,2019,suffering under the loss,unique experience,contrast,suffering contrasts with unique experience
R01982,2018,funeral rights,pyres,co_occurrence,funeral rights involve pyres
R01982,2018,funeral rights,families,co_occurrence,families participate in funeral rights
R01982,2018,funeral rights,prayers,co_occurrence,prayers are part of funeral rights
R01588,2017,Bagmati,ancient temple,co_occurrence,Temple located on the banks of Bagmati
R01588,2017,ancient temple,Nepali style architecture,description,Temple has Nepali style architecture
R01588,2017,ancient temple,small shrines,description,Temple campus includes many small shrines
R01588,2017,ancient temple,uplifts your spirits,causal,Temple visit uplifts spirits
R00891,2015,bodies burning by the riverside,kids swimming and diving,contrast,contrast between sacred ritual and problematic behavior
R00891,2015,sadhu,religious paraphernalia,co_occurrence,both are part of the cultural experience
R01255,2016,Panchamrit Abhishek Pooja,architecture of the temple,co_occurrence,Both mentioned as part of the temple experience
R01255,2016,Bagmati River,Bhairav temple,description,Bagmati River flows behind the temple
R01255,2016,pandits,Panchamrit Abhishek Pooja,causal,Pandits perform the pooja
R01255,2016,architecture of the temple,sense of peace,causal,Beautiful architecture contributes to the sense of peace
R02316,2019,cremation ceremony,body being prepared,description,body being prepared is part of the cremation ceremony
R02316,2019,intimate rite,cremation ceremony,description,intimate rite describes the cremation ceremony
R00704,2014,cremations,banks of the river,co_occurrence,Cremations occur along the banks of the river
R00704,2014,holy men,photography,causal,Photography allowed for holy men for a fee
R00704,2014,Varanasi,sense of mortality,causal,Varanasi comparison evokes sense of mortality
R01095,2016,main temple,charge to visit,contrast,access restriction with entry fee
R01095,2016,guide,bargain on the price,causal,guides require bargaining
R00890,2015,Dharamshala,govt. subsidized,description,Dharamshala is govt. subsidized
R00890,2015,Dharamshala,walking distance,description,Dharamshala is walking distance from main temple
R01810,2018,art and architecture,ritual of life,co_occurrence,art and architecture experienced with ritual
R01810,2018,ritual of life,lovely music,co_occurrence,ritual accompanied by music
R01810,2018,lovely music,awareness,causal,music contributes to awareness
R00495,2014,Bouda Stupa,Hindu,co_occurrence,Both locations mentioned as part of a visit
R00495,2014,Hindu,Buddha,co_occurrence,Both religions mentioned together
R02355,2020,stray dogs,filthy,co_occurrence,Stray dogs contribute to the filthy environment
R02226,2019,Hindus,prayers to Lord Shiva,causal,Hindus perform the ritual of offering prayers
R02322,2019,900 years old temple,clean,description,The temple is described as well maintained and clean
R00701,2014,management,one day prior booking,contrast,management is excellent but booking is difficult
R00701,2014,abhishek,one day prior booking,causal,prior booking required for abhishek
R00386,2013,richly-ornamented pagoda,sacred lingam,description,pagoda houses the sacred lingam
R00386,2013,sacred lingam,Lord Shiva,description,lingam is a symbol of Lord Shiva
R00327,2013,cremate the body on the river bank,open cremation,co_occurrence,Both refer to cremation practices
R00327,2013,not keeped the place clean,$7 per person entrance fee,contrast,Complaints about cleanliness despite entrance fee
R00941,2015,cremation part,preparation of the bodies,description,cremation part includes preparation of the bodies
R00941,2015,spiritual place,cremation part,description,spiritual place refers to cremation part
R00941,2015,local guide,preparation of the bodies,causal,local guide explains the ritual
R00981,2015,partial damage,Hindu Temple,description,Damage described in relation to the temple
R00988,2015,bank of a low dirty river,human bodies go up in flames,co_occurrence,ritual occurs at the river bank
R00988,2015,human bodies go up in flames,strangely meditative and calming,contrast,ritual is both morbid and calming
R00988,2015,1000 rupee entry fee,monkeys,contrast,"entry fee is steep, monkeys are a problem"
R02069,2018,Dashera festival,amazed,co_occurrence,Festival and emotion experienced together
R02069,2018,amazed,Hindu pride,co_occurrence,Amazement and pride felt together
R01091,2016,earthquakes,temples,causal,earthquakes caused damage to temples
R01091,2016,Monkey Temples,monkeys,co_occurrence,monkeys are part of the Monkey Temples experience
R01129,2016,biggest crematorium,temple devoted to Hindu deity Shiva,co_occurrence,Both are key features of the temple
R01129,2016,beautiful sunset,fire dance ceremony,co_occurrence,Both occur during the evening visit
R02010,2018,Lord Shiva's temple,Beautiful temple,co_occurrence,Both refer to the temple
R02010,2018,blessed,prayers,causal,Feeling blessed due to making prayers
R00779,2015,holy Pashupati nath,world heritage site,description,Pashupati nath described as a world heritage site
R02348,2019,ongoing cremations,uncomfortable,causal,cremations caused discomfort
R02348,2019,guide,room to see how they handle the bodies,description,guide was leading to the room
R00212,2012,sadhus,public cremations,co_occurrence,sadhus and cremations occur together
R00212,2012,sadhu,penis yoga,causal,sadhu performs penis yoga
R00212,2012,younger men,tour guide,description,younger men want to be guides
R00212,2012,Pilgrims Bookstore,tour guide,contrast,bookstore as alternative to guides
R02150,2019,public cremation ceremony,locals,co_occurrence,locals perform the cremation ceremony
R02150,2019,public cremation ceremony,"sights, smell and activity",description,"ceremony involves sights, smell and activity"
R02150,2019,"sights, smell and activity",opens your eyes to the rest of the world,causal,"sights, smell and activity lead to eye-opening experience"
R01748,2017,aarti activity,Hindu devotees,co_occurrence,aarti activity with Hindu devotees
R01748,2017,aarti activity,cultural dance,co_occurrence,aarti activity with cultural dance
R00103,2012,cremations,immense corruption,co_occurrence,cremations and corruption occur in the same place
R00103,2012,guides,immense corruption,causal,guides contribute to the sense of corruption
R00103,2012,Saddhu's,guides,contrast,Saddhu's and guides both demand money but in different contexts
R01554,2017,amazing aura,carvings,co_occurrence,Both contribute to the spiritual atmosphere
R01554,2017,pandit's approaching you for puja,State Bank of Nepal,contrast,Contrast between unofficial and official puja options
R01554,2017,official puja,darshan of Bole Baba,causal,Official puja allows for longer darshan
R00004,2025,Aarati,hindu culture and tradition,co_occurrence,Aarati ritual and fascination with culture are mentioned together
R00004,2025,over crowded,bit dirty,co_occurrence,Crowding and dirtiness are mentioned together as problems
R00190,2012,peak season,peaceful,contrast,peaceful despite peak season
R00190,2012,souvenir sellers,leave you alone,causal,peaceful after sellers leave
R01713,2017,"1,000 rupee entrance fee",people asking for money,contrast,entrance fee contrasted with people asking for money
R01713,2017,burial ritual,temples,co_occurrence,burial ritual and temples mentioned together
R01713,2017,holy people posing for a picture,guide,contrast,holy people posing contrasted with need for guide
R02336,2019,cremation process,aari lights,contrast,"cremation process was a cultural experience, but aari lights were not interesting"
R02039,2018,decorative entrance doors,non-Hindu entry ban,contrast,Non-Hindus can see the doors but not enter
R02039,2018,guides,entrance fee,causal,Entrance fee questioned due to guide pressure
R02039,2018,burning ghats,sense of mortality,causal,Viewing the ghats prompts reflection on mortality
R00492,2014,monument,burning of dead people,co_occurrence,Both are part of the temple experience
R00492,2014,burning of dead people,search for money into the ashes,contrast,Ritual contrasted with problematic behavior
R01698,2017,1000 RS entry fee,non-Hindu entry ban,contrast,entry fee charged despite restricted access
R01698,2017,Sadhus,commerce,co_occurrence,Sadhus' behavior linked to commercial aspect
R01698,2017,cremations,special atmosphere,contrast,cremations contribute to special atmosphere despite commerce
R01425,2017,burning ghats,grief,contrast,beauty and grief coexist at the ghats
R01425,2017,Saddhus,cremation ceremony,co_occurrence,Saddhus witness the cremation ceremony
R01425,2017,Lingams/Yonis,Bagmati River,description,Lingams/Yonis located on the banks of the Bagmati River
R02361,2020,cremations,Bagmati river,co_occurrence,Cremations occur on the bank of the Bagmati river
R02361,2020,public cremation,non-Hindu entry ban,contrast,Non-Hindus can view cremations from a distance
R01926,2018,management,helpful people,co_occurrence,management and helpful people mentioned together
R01926,2018,management,security,co_occurrence,management and security mentioned together
R00289,2013,cremations,moving,causal,cremations caused a moving experience
R00289,2013,major attractions,boudanath stupa,contrast,comparison of attractions
R02480,2024,Bagmati River,cremation rituals,co_occurrence,cremation rituals occur on the riverbank
R02480,2024,intricate architecture,pagoda-style design,co_occurrence,architecture and design are part of the temple's features
R02480,2024,cremation rituals,humbling and deeply meaningful,description,cremation rituals are described as humbling and meaningful
R02480,2024,fragrance of incense,chanting prayers,co_occurrence,incense and prayers create the sacred atmosphere
R02480,2024,chanting prayers,peace and devotion,causal,chanting prayers contribute to the feeling of peace and devotion
R02059,2018,Bagmati River,cremation area,co_occurrence,Bagmati River is near the cremation area
R02059,2018,cremation area,funeral pyres,description,funeral pyres are part of the cremation area
R02059,2018,entrance fee for tourists,non-Hindu entry ban,contrast,tourists pay fee while non-Hindus cannot enter
R00483,2014,tourist guide,cremation,description,guide explained the cremation
R00483,2014,hospital,sense of mortality,causal,hospital location relates to sense of mortality
R00483,2014,toilet facility,entrance fee,contrast,toilet facility quality contrasts with entrance fee
R00324,2013,devotees,sadhus,co_occurrence,devotees and sadhus present at entrance
R00324,2013,nandhi statue,four faced siva,description,nandhi statue near main deity
R00324,2013,365 lingams,cremation site,co_occurrence,lingams and cremation site mentioned together
R01377,2017,cremation of the dead,cleansing of the bodies,co_occurrence,Both rituals observed together
R01377,2017,non-Hindu entry ban,raw experience,contrast,Non-entry contrasted with raw experience
R02292,2019,old Temple,structures,co_occurrence,Temple and structures mentioned together
R01643,2017,aarti,whole experience,co_occurrence,aarti is part of the whole experience
R01643,2017,unique grandeur,whole experience,description,unique grandeur contributes to the whole experience
R00912,2015,main temple premises,non-Hindu entry ban,description,entry restriction for non-Hindus
R00912,2015,Aarati,religious feeling,causal,Aarati evokes religious feeling
R00128,2012,funeral rite,strange feeling,co_occurrence,funeral rite evoked a strange feeling
R00128,2012,funeral rite,calm and comforting,co_occurrence,funeral rite was calm and comforting
R00128,2012,Western tourists,tank tops and shorts,description,Western tourists wearing inappropriate clothing
R01471,2017,river,cremation,co_occurrence,river and cremation mentioned together
R01471,2017,cremation,holy place,description,cremation described as part of the holy place
R01692,2017,ceremony,children in the river,co_occurrence,ceremony observed alongside children in the river
R01692,2017,holy men,ceremony,co_occurrence,holy men present during the ceremony
R00986,2015,cremations on the banks of the river,grief of the families,co_occurrence,Cremations occur alongside family grief
R00986,2015,monkeys,monkey pooh,causal,Monkeys cause monkey pooh
R00986,2015,guides and local 'holy men',cremations on the banks of the river,description,Guides encourage spectating cremations
R01008,2016,gold plated roof,silver on the floor,co_occurrence,Both are features of the main temple
R01008,2016,bank of river Bagmati,cremation of deceased bodies,causal,Cremation takes place at the river bank
R01008,2016,cremation of deceased bodies,holy river Bagmati,description,Cremation is described as occurring at the holy river
R02243,2019,peaceful vibe,serene solitude,contrast,peaceful vibe despite being flooded with devotees
R02243,2019,serene solitude,panchmukhi shivling,causal,serene solitude fed by energy from panchmukhi shivling
R00143,2012,crowded,small line,contrast,Expected crowd but experienced small line
R00143,2012,sculptures,peace of mind,co_occurrence,Sculptures and peace experienced together
R00030,2011,only Hindu's are allowed,Non-Hindu Tourists can view it from outside only,contrast,"Hindus can enter, non-Hindus cannot"
R00725,2014,cremation,river,co_occurrence,cremation occurs near the river
R00725,2014,cremation,steps,co_occurrence,cremation can be viewed from the steps
R00236,2013,cremation ceremony,Bagmati River,co_occurrence,ceremony viewed from across the river
R00236,2013,filthy river,Bagmati River,description,river described as filthy
R00236,2013,guide,cremation ceremony,description,guide describing the ceremony
R00236,2013,tourist attraction,cremation ceremony,contrast,ceremony as a tourist attraction
R00236,2013,monkeys,cremation ceremony,contrast,monkeys distract from ceremony
R00236,2013,insight into another culture,cremation ceremony,causal,ceremony provides cultural insight
R00589,2014,crematoria,burning bodies,co_occurrence,Crematoria and burning bodies are part of the same experience
R00589,2014,crematoria,sense of mortality,causal,Crematoria evokes a sense of mortality
R00371,2013,Sadhus,bless you,causal,Sadhus bless you
R01817,2018,1000rupees,non hindus are not allowed,contrast,cost vs access restriction
R01817,2018,pamphlet,non hindus are not allowed,contrast,information vs access restriction
R01817,2018,cremations,non hindus are not allowed,co_occurrence,cremations near restricted area
R00620,2014,cremation ceremony,sense of mortality,co_occurrence,cremation ceremony evokes sense of mortality
R00620,2014,monkeys,Hindu Temple,contrast,aggressive monkeys contrast with sacred space
R00620,2014,Ghats,spiritual connection,causal,walking through Ghats leads to spiritual connection
R01872,2018,Aarathi ritual,public cremations,co_occurrence,Aarathi ritual and cremations happening simultaneously
R01872,2018,local guide,activity,description,guide described the activity
R01139,2016,priest from south India,divine touch and calmness,co_occurrence,Presence of priests contributes to spiritual atmosphere
R01139,2016,flowing river,ritual/ last rite,description,Rituals performed at the river
R01139,2016,ritual/ last rite,monkeys,contrast,Rituals contrasted with monkey problem
R02356,2020,holy place for Hindu,Lord Pashupatinath,description,Lord Pashupatinath is associated with the holy place
R02356,2020,temple is very clean,managed well,co_occurrence,cleanliness and management are mentioned together
R01176,2016,pigeons near temple,stores outside temple,causal,pigeons are fed with food from stores
R01176,2016,pooja aari,photography not allowed,contrast,ritual can be attended but photography is restricted
R01144,2016,Hindu devotees,other communities,contrast,Different access for Hindu devotees and others
R01309,2016,Shivaratri,Diwali,contrast,different festivals mentioned
R01309,2016,inner temple,non-Hindus,causal,access restriction due to cultural rule
R01309,2016,terrace on the wooded hill,inner temple,description,view of the complex from the terrace
R01892,2018,death rituals,people waiting with their relative's dead body,co_occurrence,death rituals involve people waiting with dead bodies
R01841,2018,rituals surrounding death,Bagmati River,co_occurrence,rituals occur along the Bagmati River
R01841,2018,dead bodies,women wailing,co_occurrence,dead bodies and women wailing occur together
R01841,2018,women wailing,strong smells,co_occurrence,women wailing and strong smells occur together
R01782,2018,cremation ceremony,ashes in the river,causal,cremation leads to ashes in the river
R01782,2018,chinese intrude,non-Hindu entry ban,contrast,intrusion contrasts with entry ban
R01782,2018,yogis or sadhus,asking for American money,contrast,sadhus asking for money contrasts with spiritual expectations
R00174,2012,jyotirlinga of Lord Shiva,sad state,contrast,sacred object in poor condition
R00174,2012,river baghmati,cremation ghat,co_occurrence,both are sacred spaces at the back
R00131,2012,Sadhu,colored faces,description,Sadhu have colored faces
R00131,2012,Sadhu,blessings,causal,Sadhu give blessings
R00131,2012,Sadhu,markets of Kathmandu in Thamel,co_occurrence,Sadhu seen in Thamel markets
R00767,2015,divine experience,great peace,co_occurrence,Both emotions felt during the visit
R01648,2017,public transport,taxi,contrast,"public transport is cheap, taxi is expensive"
R01893,2018,Hindu cremation process,ash is washed away to the river,causal,cremation process involves ash being washed away to the river
R01893,2018,entry fee,non-Hindu entry ban,contrast,entry fee applies to non-Hindus who cannot access the temple complex
R02003,2018,Shiv,darshan,co_occurrence,Shiv is part of the darshan
R02003,2018,main temple,Hindu style of construction,description,main temple reflects Hindu style of construction
R01380,2017,open cremation,culture shock,causal,cremation caused culture shock
R01380,2017,Sadhus,smoking marijuana,description,Sadhus were smoking marijuana
R01490,2017,entrance fee for foreigners,other stupas,contrast,high fee compared to free stupas
R01490,2017,entrance fee for foreigners,little fee (250R),contrast,high fee compared to little fee
R01879,2018,"1,000 rupees per foreigner",foreigners with a paid ticket,causal,entry fee allows queue avoidance
R01879,2018,funerals and cremations,sense of mortality,causal,funerals evoke sense of mortality
R01879,2018,viewing areas,stupas,co_occurrence,both are part of the exploration
R00547,2014,funeral fires,body draped in orange,co_occurrence,funeral fires and body together
R00547,2014,holy men,offerings,description,holy men with offerings
R01457,2017,shrine bank,satisfaction,causal,paying through shrine bank gave satisfaction
R02031,2018,giant brushabha brass statue,architecture,description,statue is part of the architecture
R02031,2018,photography not allowed,devotees,contrast,cultural rule affects tourists more than devotees
R00585,2014,richly-ornamented pagoda,sacred linga,description,pagoda houses the sacred linga
R00585,2014,Bagmati River,cremation,co_occurrence,cremation takes place at the bank of the river
R00585,2014,devotees,Bagmati River,co_occurrence,devotees take ritual dips in the river
R00168,2012,cremation,river,co_occurrence,cremation viewed from across the river
R00168,2012,tour guide,cremation,causal,guide facilitated witnessing the cremation
R00168,2012,devotees,cremation,contrast,"cremation is public, temple entry is restricted to devotees"
R01344,2016,earthquake damage,reconstruction,causal,damage led to reconstruction
R01344,2016,temple premises,filthy place,description,temple premises described as filthy
R01344,2016,guides,asking for money,causal,guides asking for money
